Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,Field 36,Value 36,Units 36,Field 37,Value 37,Units 37,Field 38,Value 38,Units 38,Field 39,Value 39,Units 39,Field 40,Value 40,Units 40,Field 41,Value 41,Units 41,Field 42,Value 42,Units 42,Field 43,Value 43,Units 43,Field 44,Value 44,Units 44,Field 45,Value 45,Units 45,Field 46,Value 46,Units 46,Field 47,Value 47,Units 47,Field 48,Value 48,Units 48,Field 49,Value 49,Units 49,Field 50,Value 50,Units 50,Field 51,Value 51,Units 51,Field 52,Value 52,Units 52,Field 53,Value 53,Units 53,Field 54,Value 54,Units 54,Field 55,Value 55,Units 55,Field 56,Value 56,Units 56,Field 57,Value 57,Units 57,Field 58,Value 58,Units 58,Field 59,Value 59,Units 59,Field 60,Value 60,Units 60,Field 61,Value 61,Units 61,Field 62,Value 62,Units 62,Field 63,Value 63,Units 63,Field 64,Value 64,Units 64,Field 65,Value 65,Units 65,Field 66,Value 66,Units 66,
Definition,0,file_id,serial_number,1,,time_created,1,,manufacturer,1,,product,1,,number,1,,type,1,,
Data,8,record,timestamp,"871485159",s,position_lat,"569758833",semicircles,position_long,"105393385",semicircles,distance,"55.36",m,altitude,"438.6",m,speed,"2.295",m/s,heart_rate,"118",bpm,enhanced_altitude,"438.6",m,enhanced_speed,"2.295",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485160",s,position_lat,"569758609",semicircles,position_long,"105393278",semicircles,distance,"57.48",m,altitude,"438.79999999999995",m,speed,"2.622",m/s,heart_rate,"118",bpm,enhanced_altitude,"438.79999999999995",m,enhanced_speed,"2.622",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485164",s,position_lat,"569756655",semicircles,position_long,"105393271",semicircles,distance,"72.51",m,altitude,"439.6",m,speed,"4.6",m/s,heart_rate,"115",bpm,enhanced_altitude,"439.6",m,enhanced_speed,"4.6",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485169",s,position_lat,"569754064",semicircles,position_long,"105395579",semicircles,distance,"100.47",m,altitude,"440.20000000000005",m,speed,"6.14",m/s,heart_rate,"112",bpm,enhanced_altitude,"440.20000000000005",m,enhanced_speed,"6.14",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485178",s,position_lat,"569749010",semicircles,position_long,"105400325",semicircles,distance,"156.38",m,altitude,"440.6",m,speed,"6.018",m/s,heart_rate,"113",bpm,enhanced_altitude,"440.6",m,enhanced_speed,"6.018",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485180",s,position_lat,"569747767",semicircles,position_long,"105400076",semicircles,distance,"168.21",m,altitude,"440.6",m,speed,"5.645",m/s,heart_rate,"113",bpm,enhanced_altitude,"440.6",m,enhanced_speed,"5.645",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485182",s,position_lat,"569746684",semicircles,position_long,"105398962",semicircles,distance,"180.56",m,altitude,"440.6",m,speed,"6.074",m/s,heart_rate,"115",bpm,enhanced_altitude,"440.6",m,enhanced_speed,"6.074",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485187",s,position_lat,"569744559",semicircles,position_long,"105395346",semicircles,distance,"210.71",m,altitude,"440.4",m,speed,"6.018",m/s,heart_rate,"118",bpm,enhanced_altitude,"440.4",m,enhanced_speed,"6.018",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485190",s,position_lat,"569743191",semicircles,position_long,"105393224",semicircles,distance,"229.16",m,altitude,"439.79999999999995",m,speed,"5.906",m/s,heart_rate,"121",bpm,enhanced_altitude,"439.79999999999995",m,enhanced_speed,"5.906",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485192",s,position_lat,"569742355",semicircles,position_long,"105391860",semicircles,distance,"240.74",m,altitude,"439.4",m,speed,"5.785",m/s,heart_rate,"124",bpm,enhanced_altitude,"439.4",m,enhanced_speed,"5.785",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485194",s,position_lat,"569741595",semicircles,position_long,"105390498",semicircles,distance,"251.85",m,altitude,"438.79999999999995",m,speed,"5.514",m/s,heart_rate,"127",bpm,enhanced_altitude,"438.79999999999995",m,enhanced_speed,"5.514",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485197",s,position_lat,"569740325",semicircles,position_long,"105388338",semicircles,distance,"269.86",m,altitude,"438.0",m,speed,"6.028",m/s,heart_rate,"130",bpm,enhanced_altitude,"438.0",m,enhanced_speed,"6.028",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485201",s,position_lat,"569738502",semicircles,position_long,"105385374",semicircles,distance,"295.07",m,altitude,"437.0",m,speed,"5.981",m/s,heart_rate,"133",bpm,enhanced_altitude,"437.0",m,enhanced_speed,"5.981",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485211",s,position_lat,"569734212",semicircles,position_long,"105377035",semicircles,distance,"361.13",m,altitude,"434.79999999999995",m,speed,"6.42",m/s,heart_rate,"133",bpm,enhanced_altitude,"434.79999999999995",m,enhanced_speed,"6.42",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485216",s,position_lat,"569731641",semicircles,position_long,"105373128",semicircles,distance,"395.43",m,altitude,"433.6",m,speed,"6.522",m/s,heart_rate,"136",bpm,enhanced_altitude,"433.6",m,enhanced_speed,"6.522",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485223",s,position_lat,"569727979",semicircles,position_long,"105367325",semicircles,distance,"445.39",m,altitude,"432.79999999999995",m,speed,"6.933",m/s,heart_rate,"139",bpm,enhanced_altitude,"432.79999999999995",m,enhanced_speed,"6.933",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485226",s,position_lat,"569726279",semicircles,position_long,"105365155",semicircles,distance,"466.32",m,altitude,"432.20000000000005",m,speed,"6.531",m/s,heart_rate,"139",bpm,enhanced_altitude,"432.20000000000005",m,enhanced_speed,"6.531",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485228",s,position_lat,"569724926",semicircles,position_long,"105364320",semicircles,distance,"480.02",m,altitude,"431.79999999999995",m,speed,"6.727",m/s,heart_rate,"138",bpm,enhanced_altitude,"431.79999999999995",m,enhanced_speed,"6.727",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485230",s,position_lat,"569723429",semicircles,position_long,"105364288",semicircles,distance,"494.03",m,altitude,"431.20000000000005",m,speed,"6.989",m/s,heart_rate,"137",bpm,enhanced_altitude,"431.20000000000005",m,enhanced_speed,"6.989",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485232",s,position_lat,"569722054",semicircles,position_long,"105364966",semicircles,distance,"507.57",m,altitude,"430.6",m,speed,"6.513",m/s,heart_rate,"136",bpm,enhanced_altitude,"430.6",m,enhanced_speed,"6.513",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485235",s,position_lat,"569719999",semicircles,position_long,"105366147",semicircles,distance,"528.12",m,altitude,"429.79999999999995",m,speed,"6.662",m/s,heart_rate,"135",bpm,enhanced_altitude,"429.79999999999995",m,enhanced_speed,"6.662",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485237",s,position_lat,"569718544",semicircles,position_long,"105366328",semicircles,distance,"541.76",m,altitude,"429.6",m,speed,"6.662",m/s,heart_rate,"134",bpm,enhanced_altitude,"429.6",m,enhanced_speed,"6.662",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485239",s,position_lat,"569717217",semicircles,position_long,"105365736",semicircles,distance,"554.71",m,altitude,"429.4",m,speed,"6.28",m/s,heart_rate,"132",bpm,enhanced_altitude,"429.4",m,enhanced_speed,"6.28",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485241",s,position_lat,"569716145",semicircles,position_long,"105364571",semicircles,distance,"567.13",m,altitude,"429.20000000000005",m,speed,"6.037",m/s,heart_rate,"129",bpm,enhanced_altitude,"429.20000000000005",m,enhanced_speed,"6.037",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485245",s,position_lat,"569714598",semicircles,position_long,"105361834",semicircles,distance,"589.49",m,altitude,"426.79999999999995",m,speed,"5.673",m/s,heart_rate,"126",bpm,enhanced_altitude,"426.79999999999995",m,enhanced_speed,"5.673",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485252",s,position_lat,"569711696",semicircles,position_long,"105356729",semicircles,distance,"631.47",m,altitude,"423.79999999999995",m,speed,"6.317",m/s,heart_rate,"123",bpm,enhanced_altitude,"423.79999999999995",m,enhanced_speed,"6.317",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485254",s,position_lat,"569711642",semicircles,position_long,"105354848",semicircles,distance,"643.48",m,altitude,"423.4",m,speed,"5.57",m/s,heart_rate,"124",bpm,enhanced_altitude,"423.4",m,enhanced_speed,"5.57",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485256",s,position_lat,"569712363",semicircles,position_long,"105353265",semicircles,distance,"655.61",m,altitude,"422.79999999999995",m,speed,"5.776",m/s,heart_rate,"125",bpm,enhanced_altitude,"422.79999999999995",m,enhanced_speed,"5.776",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485259",s,position_lat,"569713964",semicircles,position_long,"105351209",semicircles,distance,"675.34",m,altitude,"422.6",m,speed,"6.522",m/s,heart_rate,"127",bpm,enhanced_altitude,"422.6",m,enhanced_speed,"6.522",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485261",s,position_lat,"569714733",semicircles,position_long,"105349377",semicircles,distance,"688.9",m,altitude,"422.20000000000005",m,speed,"6.55",m/s,heart_rate,"128",bpm,enhanced_altitude,"422.20000000000005",m,enhanced_speed,"6.55",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485263",s,position_lat,"569714983",semicircles,position_long,"105347396",semicircles,distance,"701.58",m,altitude,"422.20000000000005",m,speed,"6.084",m/s,heart_rate,"129",bpm,enhanced_altitude,"422.20000000000005",m,enhanced_speed,"6.084",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485265",s,position_lat,"569714703",semicircles,position_long,"105345497",semicircles,distance,"713.86",m,altitude,"422.0",m,speed,"6.121",m/s,heart_rate,"130",bpm,enhanced_altitude,"422.0",m,enhanced_speed,"6.121",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485267",s,position_lat,"569714009",semicircles,position_long,"105343713",semicircles,distance,"726.84",m,altitude,"421.79999999999995",m,speed,"6.326",m/s,heart_rate,"131",bpm,enhanced_altitude,"421.79999999999995",m,enhanced_speed,"6.326",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485271",s,position_lat,"569712100",semicircles,position_long,"105340380",semicircles,distance,"754.32",m,altitude,"421.0",m,speed,"6.681",m/s,heart_rate,"134",bpm,enhanced_altitude,"421.0",m,enhanced_speed,"6.681",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485274",s,position_lat,"569710719",semicircles,position_long,"105337839",semicircles,distance,"774.84",m,altitude,"420.6",m,speed,"6.485",m/s,heart_rate,"137",bpm,enhanced_altitude,"420.6",m,enhanced_speed,"6.485",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485277",s,position_lat,"569709353",semicircles,position_long,"105335437",semicircles,distance,"794.58",m,altitude,"420.0",m,speed,"6.364",m/s,heart_rate,"140",bpm,enhanced_altitude,"420.0",m,enhanced_speed,"6.364",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485280",s,position_lat,"569708024",semicircles,position_long,"105333083",semicircles,distance,"813.88",m,altitude,"420.20000000000005",m,speed,"6.233",m/s,heart_rate,"143",bpm,enhanced_altitude,"420.20000000000005",m,enhanced_speed,"6.233",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485283",s,position_lat,"569706755",semicircles,position_long,"105330682",semicircles,distance,"833.05",m,altitude,"420.79999999999995",m,speed,"5.981",m/s,heart_rate,"146",bpm,enhanced_altitude,"420.79999999999995",m,enhanced_speed,"5.981",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485286",s,position_lat,"569705446",semicircles,position_long,"105328404",semicircles,distance,"851.86",m,altitude,"421.20000000000005",m,speed,"6.0",m/s,heart_rate,"149",bpm,enhanced_altitude,"421.20000000000005",m,enhanced_speed,"6.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485289",s,position_lat,"569704144",semicircles,position_long,"105326163",semicircles,distance,"870.45",m,altitude,"422.20000000000005",m,speed,"6.065",m/s,heart_rate,"152",bpm,enhanced_altitude,"422.20000000000005",m,enhanced_speed,"6.065",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485293",s,position_lat,"569702387",semicircles,position_long,"105323178",semicircles,distance,"895.35",m,altitude,"423.4",m,speed,"6.028",m/s,heart_rate,"155",bpm,enhanced_altitude,"423.4",m,enhanced_speed,"6.028",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485296",s,position_lat,"569701053",semicircles,position_long,"105320984",semicircles,distance,"913.91",m,altitude,"424.79999999999995",m,speed,"5.981",m/s,heart_rate,"158",bpm,enhanced_altitude,"424.79999999999995",m,enhanced_speed,"5.981",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485303",s,position_lat,"569698051",semicircles,position_long,"105316116",semicircles,distance,"955.38",m,altitude,"426.20000000000005",m,speed,"6.0",m/s,heart_rate,"161",bpm,enhanced_altitude,"426.20000000000005",m,enhanced_speed,"6.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485314",s,position_lat,"569693092",semicircles,position_long,"105309408",semicircles,distance,"1017.94",m,altitude,"430.20000000000005",m,speed,"5.328",m/s,heart_rate,"163",bpm,enhanced_altitude,"430.20000000000005",m,enhanced_speed,"5.328",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485326",s,position_lat,"569688122",semicircles,position_long,"105302337",semicircles,distance,"1082.23",m,altitude,"432.79999999999995",m,speed,"5.235",m/s,heart_rate,"165",bpm,enhanced_altitude,"432.79999999999995",m,enhanced_speed,"5.235",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485332",s,position_lat,"569685604",semicircles,position_long,"105297717",semicircles,distance,"1119.57",m,altitude,"433.6",m,speed,"7.017",m/s,heart_rate,"162",bpm,enhanced_altitude,"433.6",m,enhanced_speed,"7.017",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485335",s,position_lat,"569683911",semicircles,position_long,"105294537",semicircles,distance,"1145.04",m,altitude,"432.79999999999995",m,speed,"8.808",m/s,heart_rate,"159",bpm,enhanced_altitude,"432.79999999999995",m,enhanced_speed,"8.808",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485337",s,position_lat,"569682413",semicircles,position_long,"105292396",semicircles,distance,"1164.45",m,altitude,"432.0",m,speed,"9.303",m/s,heart_rate,"156",bpm,enhanced_altitude,"432.0",m,enhanced_speed,"9.303",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485339",s,position_lat,"569680593",semicircles,position_long,"105291236",semicircles,distance,"1183.02",m,altitude,"431.4",m,speed,"8.967",m/s,heart_rate,"155",bpm,enhanced_altitude,"431.4",m,enhanced_speed,"8.967",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"871485341",s,position_lat,"569678743",semicircles,position_long,"105291754",semicircles,distance,"1200.73",m,altitude,"431.20000000000005",m,speed,"8.967",m/s,heart_rate,"153",bpm,enhanced_altitude,"431.20000000000005",m,enhanced_speed,"8.967",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
